"","NAME","N","DHONDT","YEAR","PROVINCENUM","PROVINCE"
"927","Haviala Sirpa",849,2469.167,2007,4,"SAT"
"928","Heininen Jaana",818,2116.429,2007,4,"SAT"
"929","Ailasmaa Tapio",734,1851.875,2007,4,"SAT"
"930","Pajukoski Jari",694,1646.111,2007,4,"SAT"
"931","Mäenpää Jari",385,1481.5,2007,4,"SAT"
"932","Lehto Jouni",307,1346.818,2007,4,"SAT"
"933","Varis Anu-Liisa",291,1234.583,2007,4,"SAT"
"934","Erkkilä Petra",222,1139.615,2007,4,"SAT"
"935","Lipponen Kalevi",82,1058.214,2007,4,"SAT"
"936",NA,NA,NA,2007,4,"SAT"
"937","VIHR - GRÖNA - GREENS",NA,NA,2007,4,"SAT"
"938","Väkiparta Maria",1049,4292,2007,4,"SAT"
"939","Elo Merja",514,2146,2007,4,"SAT"
"940","Sainala Jenni",471,1430.667,2007,4,"SAT"
"941","Parvikko Reetta",465,1073,2007,4,"SAT"
"942","Tomperi Hannu",334,858.4,2007,4,"SAT"
"943","Jäntti Jaakko",287,715.333,2007,4,"SAT"
"944","Meri Tapio",205,613.143,2007,4,"SAT"
"945","Kekki Ilkka",165,536.5,2007,4,"SAT"
"946","Suuriniemi Turkka",164,476.889,2007,4,"SAT"
"947","Piirtola-Kahila Marikki",156,429.2,2007,4,"SAT"
"948","Harmaala Kati",142,390.182,2007,4,"SAT"
"949","Vidqvist Samuel",137,357.667,2007,4,"SAT"
"950","Thorström Tarmo",133,330.154,2007,4,"SAT"
"951","Kivelä Jouko",70,306.571,2007,4,"SAT"
"952",NA,NA,NA,2007,4,"SAT"
"953","KD",NA,NA,2007,4,"SAT"
"954","Ahvenjärvi Sauli",1291,4789.5,2007,4,"SAT"
"955","Korpela Simo",839,3193,2007,4,"SAT"
"956","Vertainen-Hiironen Anne",432,1915.8,2007,4,"SAT"
"957","Antila Veli-Matti",415,1596.5,2007,4,"SAT"
"958",NA,NA,NA,2007,4,"SAT"
"959","PS - SAF",NA,NA,2007,4,"SAT"
"960","Joutsenlahti Anssi",4912,9579,2007,4,"SAT"
"961","Mäenranta Pasi",614,2394.75,2007,4,"SAT"
"962","Laiho Ville-Petteri",307,1368.429,2007,4,"SAT"
"963","Tuliniemi Seppo",224,1197.375,2007,4,"SAT"
"964","Nurminen Petri",185,1064.333,2007,4,"SAT"
"965","Nevala Antti",150,957.9,2007,4,"SAT"
"966",NA,NA,NA,2007,4,"SAT"
"967","SKP - FKP",NA,NA,2007,4,"SAT"
"968","Tanner-Virtanen Tanja",67,357,2007,4,"SAT"
"969","Toivanen Aapo",47,178.5,2007,4,"SAT"
"970","Östervik Mauri",42,119,2007,4,"SAT"
"971","Virtanen Rami",41,89.25,2007,4,"SAT"
"972","Mäkelä Miia-Madeleine",39,71.4,2007,4,"SAT"
"973","Vuorenpää Matti",35,59.5,2007,4,"SAT"
"974","Juhala Simo",30,51,2007,4,"SAT"
"975","Rasikko Vesa",27,44.625,2007,4,"SAT"
"976","Vuorio Jouko",22,39.667,2007,4,"SAT"
"977","Virolainen Ensio",7,35.7,2007,4,"SAT"
"978",NA,NA,NA,2007,4,"SAT"
"979","SSP",NA,NA,2007,4,"SAT"
"980","Heiskanen Reino",447,737,2007,4,"SAT"
"981","Haukkala Marketta",290,368.5,2007,4,"SAT"
"982",NA,NA,NA,2007,4,"SAT"
"983","IP",NA,NA,2007,4,"SAT"
"984","Wiksten Lena",141,870.818,2007,4,"SAT"
"985","Aalto Katri",69,798.25,2007,4,"SAT"
"986",NA,NA,NA,2007,4,"SAT"
"987","SKS",NA,NA,2007,4,"SAT"
"988","Koskela Olavi",59,84,2007,4,"SAT"
"989","Alajoki Heimo",25,42,2007,4,"SAT"
"990",NA,NA,NA,2007,4,"SAT"
"991","KTP - KAP",NA,NA,2007,4,"SAT"
"992","Krannila Olli",45,61,2007,4,"SAT"
"993","Isoviita Pekka",16,30.5,2007,4,"SAT"
"994",NA,NA,NA,2007,4,"SAT"
"995","STP - FAP",NA,NA,2007,4,"SAT"
"996","Salvén Anita",46,46,2007,4,"SAT"
"997",NA,NA,NA,2007,4,"SAT"
"998",NA,NA,NA,2007,4,"SAT"
"999","AHVENANMAAN MK. - LANDSK. ÅLAND - ÅLAND",NA,NA,2007,4,"SAT"
"1000",NA,NA,NA,2007,4,"SAT"
"1001","MUUT EI PUOLUEET - ÖVRIGA - OTHERS",NA,NA,2007,4,"SAT"
"1002","*Nauclér Elisabeth",4388,9561,2007,4,"SAT"
"1003","Eriksson Roger",4024,4780.5,2007,4,"SAT"
"1004","Lundberg Magnus",1149,3187,2007,4,"SAT"
"1005","Sundback Barbro",756,1607,2007,4,"SAT"
"1006","Gunell Camilla",395,803.5,2007,4,"SAT"
"1007","Grundström Kaj",340,535.667,2007,4,"SAT"
"1008","Nilsson Martin",116,401.75,2007,4,"SAT"
"1009",NA,NA,NA,2007,4,"SAT"
"1010",NA,NA,NA,2007,4,"SAT"
"1011","HÄME - TAVASTLAND",NA,NA,2007,5,"HÄM"
"1012",NA,NA,NA,2007,5,"HÄM"
"1013","KESK - CENT",NA,NA,2007,5,"HÄM"
"1014","*Anttila Sirkka-Liisa",6880,38383,2007,5,"HÄM"
"1015","*Autio Risto",4998,19191.5,2007,5,"HÄM"
"1016","*Rehula Juha",4549,12794.333,2007,5,"HÄM"
"1017","Penttilä Mika",4150,9595.75,2007,5,"HÄM"
"1018","Taponen Merja",3551,7676.6,2007,5,"HÄM"
"1019","Lindqvist Maija-Liisa",3439,6397.167,2007,5,"HÄM"
"1020","Väisänen Riitta",2659,5483.286,2007,5,"HÄM"
"1021","Hasala Hanna",2330,4797.875,2007,5,"HÄM"
"1022","Anttonen Tarja",1610,4264.778,2007,5,"HÄM"
"1023","Nissilä Minna",1505,3838.3,2007,5,"HÄM"
"1024","Anttila Ari",1292,3489.364,2007,5,"HÄM"
"1025","Hakala Heikki",732,3198.583,2007,5,"HÄM"
"1026","Mäki-Uuro Jarmo",561,2952.538,2007,5,"HÄM"
"1027","Marttila Antero",127,2741.643,2007,5,"HÄM"
"1028",NA,NA,NA,2007,5,"HÄM"
"1029","KOK - SAML",NA,NA,2007,5,"HÄM"
"1030","*Koskinen Jari",7309,46708,2007,5,"HÄM"
"1031","*Nurmi Tuija",6749,23354,2007,5,"HÄM"
"1032","*Viljanen Ilkka",6303,15569.333,2007,5,"HÄM"
"1033","*Heinonen Timo",4524,11677,2007,5,"HÄM"
"1034","Jokinen Kalle",4283,9341.6,2007,5,"HÄM"
"1035","Rautio Sari",3325,7784.667,2007,5,"HÄM"
"1036","Ihamäki Timo",2818,6672.571,2007,5,"HÄM"
"1037","Mantere Heikki",2668,5838.5,2007,5,"HÄM"
"1038","Hyytiäinen Sari",2408,5189.778,2007,5,"HÄM"
"1039","Vahter Merja",1863,4670.8,2007,5,"HÄM"
"1040","Ahonen Antti",1566,4246.182,2007,5,"HÄM"
"1041","Pynnönen Jarmo",1437,3892.333,2007,5,"HÄM"
"1042","Kaivosoja Pentti",897,3592.923,2007,5,"HÄM"
"1043","Elo Irmeli",558,3336.286,2007,5,"HÄM"
"1044",NA,NA,NA,2007,5,"HÄM"
"1045","SDP",NA,NA,2007,5,"HÄM"
"1046","*Koskinen Johannes",9056,52902,2007,5,"HÄM"
"1047","*Taiveaho Satu",6760,26451,2007,5,"HÄM"
"1048","*Filatov Tarja",5696,17634,2007,5,"HÄM"
"1049","*Skinnari Jouko",5565,13225.5,2007,5,"HÄM"
"1050","Salmi Kari",5105,10580.4,2007,5,"HÄM"
"1051","Lintonen Minna",4560,8817,2007,5,"HÄM"
"1052","Kiemunki Iisakki",3594,7557.429,2007,5,"HÄM"
"1053","Rämö Hannele",2768,6612.75,2007,5,"HÄM"
"1054","Höök Jorma",2653,5878,2007,5,"HÄM"
"1055","Iivonen-Pekesen Susanna",2381,5290.2,2007,5,"HÄM"
"1056","Kari Mika",2301,4809.273,2007,5,"HÄM"
"1057","Vainio Eero",926,4408.5,2007,5,"HÄM"
"1058","Appelroth Ulla",864,4069.385,2007,5,"HÄM"
"1059","Löytynoja Reijo",673,3778.714,2007,5,"HÄM"
"1060",NA,NA,NA,2007,5,"HÄM"
"1061","VAS - VÄNST - LEFT",NA,NA,2007,5,"HÄM"
"1062","*Kauppila Matti",3468,15745,2007,5,"HÄM"
"1063","Aaltonen Risto",2963,7872.5,2007,5,"HÄM"
"1064","Holopainen Antti",2021,5248.333,2007,5,"HÄM"
"1065","Pekonen Aino-Kaisa",1524,3936.25,2007,5,"HÄM"
"1066","Kautto Vuokko",1359,3149,2007,5,"HÄM"
"1067","Toivonen Sari",1116,2624.167,2007,5,"HÄM"
"1068","Puistola Helena",1036,2249.286,2007,5,"HÄM"
"1069","Kainulainen Jennica",533,1968.125,2007,5,"HÄM"
"1070","Korhonen Joonas",429,1749.444,2007,5,"HÄM"
"1071","Seppä Matti",315,1574.5,2007,5,"HÄM"
"1072","Savolainen Leena",306,1431.364,2007,5,"HÄM"
"1073","Kilpeläinen Sari",264,1312.083,2007,5,"HÄM"
"1074","Laine Anita",207,1211.154,2007,5,"HÄM"
"1075","Leisti Heikki",204,1124.643,2007,5,"HÄM"
"1076",NA,NA,NA,2007,5,"HÄM"
"1077","VIHR - GRÖNA - GREENS",NA,NA,2007,5,"HÄM"
"1078","*Ojansuu Kirsi",3405,11628,2007,5,"HÄM"
"1079","Liinaharja Kristiina",1083,5814,2007,5,"HÄM"
"1080","Yrjö-Koskinen Eero",1023,3876,2007,5,"HÄM"
"1081","Vaara Kirsti",928,2907,2007,5,"HÄM"
"1082","Aropaasi Anne",842,2325.6,2007,5,"HÄM"
"1083","Raappana Paavo",708,1938,2007,5,"HÄM"
"1084","Tuominen Juulia",625,1661.143,2007,5,"HÄM"
"1085","Kuokkanen Kai",550,1453.5,2007,5,"HÄM"
"1086","Ojanen Petri",513,1292,2007,5,"HÄM"
"1087","Mäntylä Aleksi",507,1162.8,2007,5,"HÄM"
"1088","Bragge Tiina",450,1057.091,2007,5,"HÄM"
"1089","Lehtioksa Irmeli",433,969,2007,5,"HÄM"
"1090","Keinänen-Korpela Riitta",298,894.462,2007,5,"HÄM"
"1091","Lepistö Anssi",263,830.571,2007,5,"HÄM"
"1092",NA,NA,NA,2007,5,"HÄM"
"1093","KD",NA,NA,2007,5,"HÄM"
"1094","*Räsänen Päivi",8053,14576,2007,5,"HÄM"
"1095","Mantere Leena",1287,7288,2007,5,"HÄM"
"1096","Kaartinen Leena",810,4858.667,2007,5,"HÄM"
"1097","Sinivuori Timo",800,3644,2007,5,"HÄM"
"1098","Rahkila Pekka",637,2915.2,2007,5,"HÄM"
"1099","Kylliäinen Kylli",556,2429.333,2007,5,"HÄM"
"1100","Mantere Heidi",398,2082.286,2007,5,"HÄM"
"1101","Hartikka Yrjö",386,1822,2007,5,"HÄM"
"1102","Puttonen Matti",380,1619.556,2007,5,"HÄM"
"1103","Jalonen Pasi",339,1457.6,2007,5,"HÄM"
"1104","Seesvaara Eero",315,1325.091,2007,5,"HÄM"
"1105","Karisukki Katja",220,1214.667,2007,5,"HÄM"
"1106","Helander Ossi",213,1121.231,2007,5,"HÄM"
"1107","Peltonen Susanna",182,1041.143,2007,5,"HÄM"
"1108",NA,NA,NA,2007,5,"HÄM"
"1109","PS - SAF",NA,NA,2007,5,"HÄM"
"1110","Liljamo Minna",724,4182,2007,5,"HÄM"
"1111","Koskinen Lasse",585,2091,2007,5,"HÄM"
"1112","Sirkiä Paavo",457,1394,2007,5,"HÄM"
"1113","Mäntylä Matti",434,1045.5,2007,5,"HÄM"
"1114","Hiltunen Onni",251,836.4,2007,5,"HÄM"
"1115","Rantanen Aki",246,697,2007,5,"HÄM"
"1116","Kerijoki Harri",237,597.429,2007,5,"HÄM"
"1117","Lähteenmäki Matti",222,522.75,2007,5,"HÄM"
"1118","Salonen Hilkka",220,464.667,2007,5,"HÄM"
"1119","Kauranen Harri",198,418.2,2007,5,"HÄM"
"1120","Venesjärvi Seppo",178,380.182,2007,5,"HÄM"
"1121","Skippari Reijo",164,348.5,2007,5,"HÄM"
"1122","Varonen Unto",161,321.692,2007,5,"HÄM"
"1123","Roisko Erkki",105,298.714,2007,5,"HÄM"
"1124",NA,NA,NA,2007,5,"HÄM"
"1125","SKP - FKP",NA,NA,2007,5,"HÄM"
"1126","Sorvali Ritva",242,1185,2007,5,"HÄM"
"1127","Pitkä Tero",202,592.5,2007,5,"HÄM"
"1128","Tulander Markku",155,395,2007,5,"HÄM"
"1129","Sutinen Reijo",87,296.25,2007,5,"HÄM"
"1130","Haukka Juha",76,237,2007,5,"HÄM"
"1131","Puranen Markus",74,197.5,2007,5,"HÄM"
"1132","Ranki Pasi",58,169.286,2007,5,"HÄM"
"1133","Sutinen Samuel",55,148.125,2007,5,"HÄM"
"1134","Salminen Hannu",49,131.667,2007,5,"HÄM"
"1135","Rautiainen Jesse-Pekka",45,118.5,2007,5,"HÄM"
"1136","Tölkkö Anna-Mili",42,107.727,2007,5,"HÄM"
"1137","Leander Esther",39,98.75,2007,5,"HÄM"
"1138","Korppi Siiri",37,91.154,2007,5,"HÄM"
"1139","Kahari Tero",24,84.643,2007,5,"HÄM"
"1140",NA,NA,NA,2007,5,"HÄM"
"1141","SSP",NA,NA,2007,5,"HÄM"
"1142","Silvennoinen Leena",925,2723,2007,5,"HÄM"
"1143","Kotala Raimo",482,1361.5,2007,5,"HÄM"
"1144","Rasilainen Helga",380,907.667,2007,5,"HÄM"
"1145","Kolu Sointu",263,680.75,2007,5,"HÄM"
"1146","Salovaara Martti",210,544.6,2007,5,"HÄM"
"1147","Vahanen Raila",208,453.833,2007,5,"HÄM"
"1148","Heikkilä Eero",178,389,2007,5,"HÄM"
"1149","Vuori Markku",77,340.375,2007,5,"HÄM"
"1150",NA,NA,NA,2007,5,"HÄM"
"1151","IP",NA,NA,2007,5,"HÄM"
"1152","Roininen Timo",126,215,2007,5,"HÄM"
"1153","Hyttinen Ilkka",55,107.5,2007,5,"HÄM"
"1154","Jansson Simo",34,71.667,2007,5,"HÄM"
"1155",NA,NA,NA,2007,5,"HÄM"
"1156","SKS",NA,NA,2007,5,"HÄM"
"1157","Järvi Olli",45,153,2007,5,"HÄM"
"1158","Pulliainen Harri",30,76.5,2007,5,"HÄM"
"1159","Kanto Toni",29,51,2007,5,"HÄM"
"1160","Saarinen Jarmo",27,38.25,2007,5,"HÄM"
"1161","Kotonen Mika",22,30.6,2007,5,"HÄM"
"1162",NA,NA,NA,2007,5,"HÄM"
"1163","LIB",NA,NA,2007,5,"HÄM"
"1164","Luoma-Nirva Jarno",174,174,2007,5,"HÄM"
"1165",NA,NA,NA,2007,5,"HÄM"
"1166","KTP - KAP",NA,NA,2007,5,"HÄM"
"1167","Laakso Eino",60,124,2007,5,"HÄM"
"1168","Tuunanen Rauni",36,62,2007,5,"HÄM"
"1169","Jalasto Antti",28,41.333,2007,5,"HÄM"
"1170",NA,NA,NA,2007,5,"HÄM"
"1171","STP - FAP",NA,NA,2007,5,"HÄM"
"1172","Saarikko Anja",98,175,2007,5,"HÄM"
"1173","Lavikainen Juhani",77,87.5,2007,5,"HÄM"
"1174",NA,NA,NA,2007,5,"HÄM"
"1175","YVP",NA,NA,2007,5,"HÄM"
"1176","Kosonen Hilkka",95,95,2007,5,"HÄM"
"1177",NA,NA,NA,2007,5,"HÄM"
"1178","MUUT EI PUOLUEET - ÖVRIGA - OTHERS",NA,NA,2007,5,"HÄM"
"1179","Aaltonen Kai",145,145,2007,5,"HÄM"
"1180",NA,NA,NA,2007,5,"HÄM"
"1181",NA,NA,NA,2007,5,"HÄM"
"1182","PIRKANMAA - BIRKALAND",NA,NA,2007,6,"PIR"
"1183",NA,NA,NA,2007,6,"PIR"
"1184","KESK - CENT",NA,NA,2007,6,"PIR"
"1185","*Salovaara Pertti",6350,41126,2007,6,"PIR"
"1186","*Alatalo Mikko",5646,20563,2007,6,"PIR"
"1187","*Pentti Klaus",4565,13708.667,2007,6,"PIR"
"1188","Pirttilahti Arto",4300,10281.5,2007,6,"PIR"
"1189","Lamminmäki Ari",3891,8225.2,2007,6,"PIR"
"1190","Kimpanpää Elina",2238,6854.333,2007,6,"PIR"
"1191","Kulkas Laura",2026,5875.143,2007,6,"PIR"
"1192","Kähkölä Katariina",1618,5140.75,2007,6,"PIR"
"1193","Naskali Raili",1438,4569.556,2007,6,"PIR"
"1194","Arvela Ari",1310,4112.6,2007,6,"PIR"
"1195","Kriikku Mikko",1273,3738.727,2007,6,"PIR"
"1196","Mesimäki Jouni",1219,3427.167,2007,6,"PIR"
"1197","Helin Matti",1215,3163.538,2007,6,"PIR"
"1198","Vuolle Pirkko",1034,2937.571,2007,6,"PIR"
"1199","Ahonen Ritva",955,2741.733,2007,6,"PIR"
"1200","Moilanen Raija",716,2570.375,2007,6,"PIR"
"1201","Pohjonen Päivi",686,2419.176,2007,6,"PIR"
"1202","Taivalsalmi Timo",646,2284.778,2007,6,"PIR"
"1203",NA,NA,NA,2007,6,"PIR"
"1204","KOK - SAML",NA,NA,2007,6,"PIR"
"1205","*Tiura Marja",17578,63399,2007,6,"PIR"
"1206","*Satonen Arto",6678,31699.5,2007,6,"PIR"
"1207","*Sasi Kimmo",6505,21133,2007,6,"PIR"
"1208","*Jaskari Harri",4812,15849.75,2007,6,"PIR"
"1209","*Ollila Heikki A.",3869,12679.8,2007,6,"PIR"
"1210","Telemäki Satu",3369,10566.5,2007,6,"PIR"
"1211","Koskinen Riitta",3309,9057,2007,6,"PIR"
"1212","Jäntti Aleksi",3085,7924.875,2007,6,"PIR"
"1213","Hopia Henna",2311,7044.333,2007,6,"PIR"
"1214","Rajala Timo",2169,6339.9,2007,6,"PIR"
"1215","Soukko Tarja",1866,5763.545,2007,6,"PIR"
"1216","Nyberg Matti ""Asseri""",1496,5283.25,2007,6,"PIR"
"1217","Halme Esko",1439,4876.846,2007,6,"PIR"
"1218","Lappalainen Pirkka",1302,4528.5,2007,6,"PIR"
"1219","Simontaival Sari",1128,4226.6,2007,6,"PIR"
"1220","Arkia Leena",1083,3962.438,2007,6,"PIR"
"1221","Laholuoma Hannu",745,3729.353,2007,6,"PIR"
"1222","Palmroth Anne",655,3522.167,2007,6,"PIR"
"1223",NA,NA,NA,2007,6,"PIR"
"1224","SDP",NA,NA,2007,6,"PIR"
"1225","*Karhu Saara",11477,60160,2007,6,"PIR"
"1226","*Viitanen Pia",9752,30080,2007,6,"PIR"
"1227","*Gustafsson Jukka",7057,20053.333,2007,6,"PIR"
"1228","*Rönni Tero",4665,15040,2007,6,"PIR"
"1229","*Asell Marko",4590,12032,2007,6,"PIR"
"1230","Lepistö Joonas",3770,10026.667,2007,6,"PIR"
"1231","Petäkoski-Hult Tuula",3250,8594.286,2007,6,"PIR"
"1232","Järvinen Pekka",2245,7520,2007,6,"PIR"
"1233","Kivistö Anneli",2085,6684.444,2007,6,"PIR"
"1234","Koskinen Asko",1894,6016,2007,6,"PIR"
"1235","Päivinen Sari",1893,5469.091,2007,6,"PIR"
"1236","Sivunen Pentti",1583,5013.333,2007,6,"PIR"
"1237","Lahtinen Pirkko",1473,4627.692,2007,6,"PIR"
"1238","Laine Hanna",1458,4297.143,2007,6,"PIR"
"1239","Sirniö Ilpo",1386,4010.667,2007,6,"PIR"
"1240","Heinonen Pipa",784,3760,2007,6,"PIR"
"1241","Tienari Tapio",611,3538.824,2007,6,"PIR"
"1242","Aleksovski Atanas",187,3342.222,2007,6,"PIR"
"1243",NA,NA,NA,2007,6,"PIR"
"1244","VAS - VÄNST - LEFT",NA,NA,2007,6,"PIR"
"1245","*Kuoppa Mikko",5324,24304,2007,6,"PIR"
"1246","*Sirnö Minna",5093,12152,2007,6,"PIR"
"1247","Veijola Mervi",3090,8101.333,2007,6,"PIR"
"1248","Heikkilä Jari",2518,6076,2007,6,"PIR"
"1249","Kontula Anna",1453,4860.8,2007,6,"PIR"
"1250","Asikainen Harri",1080,4050.667,2007,6,"PIR"
"1251","Ponkiniemi Vilho",758,3472,2007,6,"PIR"
"1252","Leponiemi Kalle",653,3038,2007,6,"PIR"
"1253","Lehtomäki Emilia",634,2700.444,2007,6,"PIR"
"1254","Kiviaho Niina",626,2430.4,2007,6,"PIR"
"1255","Kokko Outi",494,2209.455,2007,6,"PIR"
"1256","Paananen Pentti",471,2025.333,2007,6,"PIR"
"1257","Lehikoinen Hannu",425,1869.538,2007,6,"PIR"
"1258","Repo Anssi",420,1736,2007,6,"PIR"
"1259","Lillqvist Katariina",379,1620.267,2007,6,"PIR"
"1260","Järvelä Ilkka",312,1519,2007,6,"PIR"
"1261","Pirkkalainen Jaana",311,1429.647,2007,6,"PIR"
"1262","Tohka Laura",263,1350.222,2007,6,"PIR"
"1263",NA,NA,NA,2007,6,"PIR"
"1264","VIHR - GRÖNA - GREENS",NA,NA,2007,6,"PIR"
"1265","*Tynkkynen Oras",7930,22056,2007,6,"PIR"
"1266","Aarnio Ulriikka",2782,11028,2007,6,"PIR"
"1267","Kajan Maija",2136,7352,2007,6,"PIR"
"1268","Asikainen Eveliina",1175,5514,2007,6,"PIR"
"1269","Siik Kirsikka",1080,4411.2,2007,6,"PIR"
"1270","Pesä Perttu",1019,3676,2007,6,"PIR"
"1271","Välimäki Pauli",933,3150.857,2007,6,"PIR"
"1272","Merikoski Riku",764,2757,2007,6,"PIR"
"1273","Urhonen Anna-Maria",736,2450.667,2007,6,"PIR"
"1274","Janhunen Mervi",714,2205.6,2007,6,"PIR"
"1275","Santala-Köykkä Riitta",507,2005.091,2007,6,"PIR"
"1276","Piippo Aksu",468,1838,2007,6,"PIR"
"1277","Nurminen Paula",390,1696.615,2007,6,"PIR"
"1278","Puolanne Tarja",388,1575.429,2007,6,"PIR"
"1279","Ahonen Jukka",365,1470.4,2007,6,"PIR"
"1280","Käkönen Jyrki",346,1378.5,2007,6,"PIR"
"1281","Tuomaala Maija",186,1297.412,2007,6,"PIR"
"1282","Niinenmaa Jussi",137,1225.333,2007,6,"PIR"
"1283",NA,NA,NA,2007,6,"PIR"
"1284","KD",NA,NA,2007,6,"PIR"
"1285","*Rauhala Leena",4197,15681,2007,6,"PIR"
"1286","Jussila Jorma",1879,7840.5,2007,6,"PIR"
"1287","Laakso Tarvo",1335,5227,2007,6,"PIR"
"1288","Anttoora Marjo",1139,3920.25,2007,6,"PIR"
"1289","Sipilä Satu",1052,3136.2,2007,6,"PIR"
"1290","Heikkilä Lasse",901,2613.5,2007,6,"PIR"
"1291","Immonen Anna-Kaisa",830,2240.143,2007,6,"PIR"
"1292","Saurio Tarja",798,1960.125,2007,6,"PIR"
"1293","Mäkinen Olavi",601,1742.333,2007,6,"PIR"
"1294","Rajala Jukka",579,1568.1,2007,6,"PIR"
"1295","Luukko Tarja",498,1425.545,2007,6,"PIR"
"1296","Grönfors Eija",418,1306.75,2007,6,"PIR"
"1297","Papinsaari Sari",372,1206.231,2007,6,"PIR"
"1298","Tamminen Säde Johanna",314,1120.071,2007,6,"PIR"
"1299","Takala Pasi",276,1045.4,2007,6,"PIR"
"1300","Katto Timo",266,980.063,2007,6,"PIR"
"1301","Räsänen Jesse",146,922.412,2007,6,"PIR"
"1302","Johansson Heikki",80,871.167,2007,6,"PIR"
"1303",NA,NA,NA,2007,6,"PIR"
"1304","PS - SAF",NA,NA,2007,6,"PIR"
"1305","*Virtanen Pertti ""Veltto""",4124,12683,2007,6,"PIR"
"1306","Mäkipää Lea",3250,6341.5,2007,6,"PIR"
"1307","Nurmo Mikko",874,4227.667,2007,6,"PIR"
"1308","Savio Sami",836,3170.75,2007,6,"PIR"
"1309","Mölsä Martti",726,2536.6,2007,6,"PIR"
"1310","Tikka Tuula",512,2113.833,2007,6,"PIR"
"1311","Elovaara Tiina",448,1811.857,2007,6,"PIR"
"1312","Talonen Markku",329,1585.375,2007,6,"PIR"
"1313","Mäki Rauno",293,1409.222,2007,6,"PIR"
"1314","Hautala Raija-Leena",195,1268.3,2007,6,"PIR"
"1315","Taskinen Pekka",179,1153,2007,6,"PIR"
"1316","Riihelä Seppo",172,1056.917,2007,6,"PIR"
"1317","Karvonen Petri",162,975.615,2007,6,"PIR"
"1318","Elijah Rakel",152,845.533,2007,6,"PIR"
"1319","Elovaara Klaus",126,792.688,2007,6,"PIR"
"1320",NA,NA,NA,2007,6,"PIR"
"1321","SKP - FKP",NA,NA,2007,6,"PIR"
"1322","Heinonen Jari",1297,3805,2007,6,"PIR"
"1323","Peitsamo Kari",714,1902.5,2007,6,"PIR"
"1324","Tossavainen Mirva",276,1268.333,2007,6,"PIR"
"1325","Palomäki Tuula",177,951.25,2007,6,"PIR"
"1326","Koivunen Jouko",166,761,2007,6,"PIR"
"1327","Lintunen Taavi",163,634.167,2007,6,"PIR"
"1328","Packalén Petra",152,543.571,2007,6,"PIR"
"1329","Moilanen Jani",139,475.625,2007,6,"PIR"
"1330","Halonen Riitta",103,422.778,2007,6,"PIR"
"1331","Hollo Taina",90,380.5,2007,6,"PIR"
"1332","Järviluoma Laura",87,345.909,2007,6,"PIR"
"1333","Pesonen Jouko",79,317.083,2007,6,"PIR"
"1334","Wallenius Jukka",75,292.692,2007,6,"PIR"
"1335","Kopra Vappu",71,271.786,2007,6,"PIR"
"1336","Brander Juhani",67,253.667,2007,6,"PIR"
"1337","Muhonen Jarmo",53,237.813,2007,6,"PIR"
"1338","Fagerström Mika",52,223.824,2007,6,"PIR"
"1339","Suhonen Vesa",44,211.389,2007,6,"PIR"
"1340",NA,NA,NA,2007,6,"PIR"
"1341","SSP",NA,NA,2007,6,"PIR"
"1342","Koskela Laila",5761,7812,2007,6,"PIR"
"1343","Suominen Paavo",475,3906,2007,6,"PIR"
"1344","Lepola Lauri",311,2604,2007,6,"PIR"
"1345","Isokallio Aarre",284,1953,2007,6,"PIR"
"1346","Kettunen Eeva",262,1562.4,2007,6,"PIR"
"1347","Ahonen Jouko",190,1302,2007,6,"PIR"
"1348","Suonsivu Maarit",118,1116,2007,6,"PIR"
"1349","Vuorenniemi Tauno",95,976.5,2007,6,"PIR"
"1350","Pystynen Juhani",88,868,2007,6,"PIR"
"1351","Tuominen Kalervo",76,781.2,2007,6,"PIR"
"1352","Pitkänen Reijo",60,710.182,2007,6,"PIR"
"1353","Perikangas Seija",47,651,2007,6,"PIR"
"1354","Valkeasuo Kristina",45,600.923,2007,6,"PIR"
"1355",NA,NA,NA,2007,6,"PIR"
"1356","IP",NA,NA,2007,6,"PIR"
"1357","Karhu Veli",155,905.929,2007,6,"PIR"
"1358","Karhu Pirkko",82,746.059,2007,6,"PIR"
"1359","Karppanen Jukka",68,704.611,2007,6,"PIR"
"1360",NA,NA,NA,2007,6,"PIR"
"1361","SKS",NA,NA,2007,6,"PIR"
"1362","Halme Heikki",144,144,2007,6,"PIR"
"1363",NA,NA,NA,2007,6,"PIR"
"1364","LIB",NA,NA,2007,6,"PIR"
"1365","Korhonen Tommi",272,847,2007,6,"PIR"
"1366","Pasanen Harri",142,423.5,2007,6,"PIR"
"1367","Järvinen Ozzi",123,282.333,2007,6,"PIR"
"1368","Karinkanta Mervi",85,211.75,2007,6,"PIR"
"1369","Närvänen Paavo",42,169.4,2007,6,"PIR"
"1370","Lötjönen Hilve",39,141.167,2007,6,"PIR"
"1371","Kuisma Kaarina",31,121,2007,6,"PIR"
"1372","Räihä Osmo",16,105.875,2007,6,"PIR"
"1373","Takasalo Ene",16,94.111,2007,6,"PIR"
"1374","Viljakainen Tuula",16,84.7,2007,6,"PIR"
"1375","Ikonen Paavo",14,70.583,2007,6,"PIR"
"1376","Korhonen Markku",14,77,2007,6,"PIR"
"1377","Aalle Pirjo",12,65.154,2007,6,"PIR"
"1378","Mustakangas Maritta Tuulia",9,60.5,2007,6,"PIR"
